Topic Category,Page Title,URL,Scrape Date,Content Hash,In Brief Summary,Content Extract
Baarmoederhalskanker,Ik heb baarmoederhalskanker,https://www.thuisarts.nl/baarmoederhalskanker-0/ik-heb-baarmoederhalskanker,2026-05-31 14:48:01,4b3a70efa3b785533fd2fa643a9ad620598cfeabab1bf8f87d64870590432212,"• Bij baarmoederhalskanker groeien er kankercellen in uw baarmoederhals.
• Er kan donkerrood of bruin slijm uit uw vagina komen.
• Ook kan er bloed uit uw vagina komen, terwijl u niet ongesteld bent.
• U krijgt onderzoeken, zoals een MRI en onderzoek van een stukje baarmoederhals.
• Mogelijke behandelingen zijn: een operatie, bestraling, chemotherapie en behandeling met warmte.","Bij baarmoederhalskanker groeit er een gezwel van kankercellen in uw baarmoederhals. Dit heet een tumor. De baarmoederhals is het smalle deel van de baarmoeder. Het zit onderaan de baarmoeder. Er kunnen cellen van de tumor ergens anders in het lichaam komen, meestal in de lymfeklieren onder in de buik (het bekken). Dit zijn uitzaaiingen. Soms komen er uitzaaiingen in andere delen van het lichaam. Zoals de longen, de lever of de botten . De oorzaak van baarmoederhalskanker is een virus (HPV). Elk jaar krijgen in Nederland ongeveer 900 vrouwen baarmoederhalskanker. De meeste vrouwen met baarmoederhalskanker zijn tussen de 35 en 45 jaar. Vaak geeft baarmoederhalskanker geen klachten, zeker in het begin. Het wordt meestal ontdekt bij het uitstrijkje . De klachten bij baarmoederhalskanker kunnen zijn: bloed uit uw vagina als u niet ongesteld bent slijm uit uw vagina dat er anders uitziet dan normaal Het slijm is bijvoorbeeld bruin of zwart-rood. bloed uit uw vagina tijdens of na het vrijen bloed uit uw vagina terwijl u al in de overgang bent geweest U verliest bloed terwijl u al een jaar of langer niet meer ongesteld bent. Als baarmoederhalskanker pas laat ontdekt wordt, kan de tumor verder gegroeid zijn in de organen en weefsels vlakbij de baarmoederhals. Bijvoorbeeld in het laatste stukje van de dikke darm (endeldarm) of de blaas. Dan kunt u andere klachten krijgen, zoals: vaak blaasontstekingen bloed bij het plassen bloed of slijm in uw poep een zeurende pijn onder in de buik"
Baarmoederhalskanker,Ik kan genezen van baarmoederhalskanker en kies een behandeling,https://www.thuisarts.nl/baarmoederhalskanker-0/ik-kan-genezen-van-baarmoederhalskanker-en-kies-behandeling,2026-05-31 14:48:02,4cc852b6047b483bc2eab1cc8def879f162cdd4b56f7090520cb47ada9739b04,"• Behandelingen bij baarmoederhalskanker die kan genezen zijn:
  ◦ een operatie
  ◦ bestraling
  ◦ chemotherapie met bestraling (chemoradiatie).
  ◦ bestraling met een warmtebehandeling (hyperthermie)
• Alle behandelingen hebben voordelen en nadelen.
• Met uw gynaecoloog bespreekt u welke behandeling het beste bij uw situatie past.","Om duidelijk te maken hoe uitgebreid de baarmoederhalskanker is, gebruiken artsen een indeling met stadiums. Hoe lager het stadium, hoe groter de kans dat u geneest: De kanker zit alleen in de baarmoederhals. De kankercellen zitten ook op 1 of meer plekken buiten de baarmoederhals: 2a: in het bovenste deel van de vagina 2b: in de weefsels dichtbij de baarmoederhals Er zijn uitzaaiingen in de lymfeklieren in het bekken, of langs de grote lichaamsslagader. De kankercellen kunnen ook aan het begin van de vagina zitten (bij de opening). De kanker kan in de spieren en banden van de bekkenwand zitten. De kanker is verder gegroeid in het laatste stuk van de dikke darm (endeldarm) of in de blaas. U kunt misschien genezen. Soms zitten er ook uitzaaiingen in de botten, de longen of in de lever. U kunt dan niet meer genezen. U kunt wel een behandeling krijgen . Bij baarmoederhalskanker in stadium 1 en stadium 2a zijn er 2 behandelingen: een operatie De gynaecoloog haalt uw baarmoeder, uw baarmoederhals of een stukje baarmoederhals weg. Bij baarmoederhalskanker vanaf stadium 2b: chemotherapie met bestraling (chemoradiatie) bestraling met een warmtebehandeling (hyperthermie) Dit wordt niet vaak gedaan. Elke behandeling heeft voordelen en nadelen. U bespreekt met de gynaecoloog welke behandeling het beste bij uw situatie past. Wilt u nog graag kinderen? Bespreek dit met de gynaecoloog. Bij baarmoederhalskanker in een vroeg stadium kunt u misschien een behandeling kiezen waarbij u nog kinderen kunt krijgen . De gynaecoloog kan u ook doorsturen naar een gynaecoloog die is gespecialiseerd in vruchtbaarheid. Die kan de mogelijkheden met u bespreken."
Baarmoederhalskanker,Ik kan niet meer genezen van baarmoederhalskanker en kies een behandeling,https://www.thuisarts.nl/baarmoederhalskanker-0/ik-kan-niet-meer-genezen-van-baarmoederhalskanker-en-kies-behandeling,2026-05-31 14:48:04,d5c6be732cc37f8f6e25da0d16f0775d24693378dfe79dfea33c00db7cca01ef,"• Bij baarmoederhalskanker met uitzaaiingen naar de longen, lever of botten wordt u meestal niet meer beter.
• U kunt wel een behandeling krijgen om uw klachten minder erg te maken of langer te leven. Bijvoorbeeld bestraling of chemotherapie.
• U beslist samen met de gynaecoloog welke behandeling u wilt.
• U kunt op elk moment besluiten om te stoppen met een behandeling. Het helpt om daarover te praten met uw partner, kinderen, vrienden, gynaecoloog of huisarts.
• Het is ook goed om met hen te praten over wat u belangrijk vindt in de laatste levensfase.","Doelgerichte therapie Als u niet meer kunt genezen, kunt u bestraling, chemotherapie of een combinatie van chemotherapie en doelgerichte therapie krijgen. U kunt ook besluiten dat u geen behandeling wilt. Het is goed om uw wensen te bespreken met uw gynaecoloog. Wat is voor u belangrijk? Behandelingen hebben altijd voordelen en nadelen. U beslist samen met de gynaecoloog of u een behandeling wilt en wanneer u daarmee wilt beginnen. Chemotherapie is een behandeling met medicijnen. De medicijnen kunnen kankercellen op alle plekken in uw lichaam doden of voorkomen dat het er meer worden. Hierdoor heeft u minder klachten en leeft u mogelijk langer. Bijwerkingen van een chemobehandeling zijn: misselijkheid en overgeven U kunt daarvoor medicijnen vragen aan uw gynaecoloog. problemen met uw darmen, zoals diarree of verstopping minder goede afweer Hierdoor wordt u sneller ziek door virussen en bacteriën. prikkelingen, tintelingen, ander of minder gevoel in uw handen en voeten Door chemotherapie kunnen de zenuwen beschadigd raken. Dit kan blijvend zijn. moeheid Dit kan ook na de behandeling nog weken of maanden duren. Bestraling is een behandeling waarbij kankercellen kapot worden gemaakt met straling. Voor de bestraling krijgt u een CT-scan . Dit is nodig om de plek van de bestraling precies te bepalen. Na de scan krijgt u met inkt of een tatoeage puntjes op uw huid. Deze puntjes moeten in de periode dat u bestraald wordt, blijven staan. Ze zijn nodig om u tijdens de bestraling steeds in de goede houding te leggen. Dan komt de straling op de goede plek."
Baarmoederhalskanker,Ik krijg een operatie bij baarmoederhalskanker en wil nog kinderen,https://www.thuisarts.nl/baarmoederhalskanker-0/ik-krijg-operatie-bij-baarmoederhalskanker-en-wil-nog-kinderen,2026-05-31 14:48:05,a45ea7e11b7a76186e0fc63ee0a870bdaa0f732f106eb7dd3955a66a16df58ce,"• Voor de operatie bespreekt u met de gynaecoloog of u nog kinderen wilt.
• Samen beslist u welke operatie het beste bij uw situatie past.
• Er zijn 2 operaties waarbij u nog kinderen kunt krijgen:
  ◦ een operatie waarbij de gynaecoloog een stukje van de baarmoederhals weghaalt (conisatie)
  ◦ een operatie waarbij de gynaecoloog de hele baarmoederhals weghaalt, samen met het weefsel eromheen en het bovenste deel van de vagina (trachelectomie)","Weghalen stukje baarmoederhals Weghalen hele baarmoederhals Bij baarmoederhalskanker groeit er een gezwel van kankercellen in uw baarmoederhals. Dit heet een tumor. De baarmoederhals is het smalle deel van de baarmoeder. Het zit onderaan de baarmoeder. Er kunnen cellen van de tumor ergens anders in het lichaam komen, meestal in de lymfeklieren onder in de buik (het bekken). Dit zijn uitzaaiingen. Soms komen er uitzaaiingen in andere delen van het lichaam. Zoals de longen, de lever of de botten . De oorzaak van baarmoederhalskanker is een virus (HPV). Elk jaar krijgen in Nederland ongeveer 900 vrouwen baarmoederhalskanker. De meeste vrouwen met baarmoederhalskanker zijn tussen de 35 en 45 jaar. Er zijn bij baarmoederhalskanker 3 operaties mogelijk. Of u nog kinderen kunt krijgen, hangt af van de operatie die u krijgt. Welke operatie u krijgt, hangt bijvoorbeeld af van uw leeftijd, hoe groot de tumor is en of u nog graag kinderen wilt. De gynaecoloog vertelt u wat de risico’s en de voordelen en de nadelen van de operaties zijn. Samen beslist u welke operatie het beste bij uw situatie past. U kunt ook advies vragen aan een gynaecoloog die is gespecialiseerd in vruchtbaarheid. Die kan u uitleggen welke mogelijkheden er zijn. een stukje van de baarmoederhals weghalen (conisatie ) Deze operatie kan als de kanker alleen nog in de baarmoederhals zit (stadium 1). De baarmoeder blijft zitten. Na de operatie kunt u nog zwanger worden. de hele baarmoederhals weghalen, samen met het weefsel eromheen en het bovenste deel van de vagina weg (trachelectomie) Deze operatie kan alleen als u geen uitzaaiingen in de lymfeklieren heeft en de tumor kleiner is dan 4 centimeter. Als de tumor te groot is, kunt u voor de operatie misschien chemotherapie krijgen. Deze behandeling kan de tumor kleiner maken zodat u toch geopereerd kunt worden. De baarmoeder blijft zitten. Na de operatie kunt u nog zwanger worden. Er zijn vaak wel vruchtbaarheids-behandelingen nodig. Een bevalling moet na deze operatie altijd met een keizersnee. baarmoeder weghalen Na deze operatie kunt u niet meer zwanger worden. U krijgt voor de operatie een ruggenprik of narcose. Bij een ruggenprik voelt u geen pijn in uw onderlichaam. U bent wel wakker. Bij een narcose voelt u geen pijn en slaapt u. De operatie gaat via de vagina. De gynaecoloog snijdt een stukje van de baarmoederhals weg. Soms haalt de gynaecoloog bij de operatie ook de lymfeklieren onder in uw buik (bekken) weg. Bij sommige tumoren is de kans op uitzaaiingen in de lymfeklieren wat groter. Als dat bij u zo is, dan haalt de gynaecoloog bij de operatie ook alle lymfeklieren in het bekken weg. Een arts (patholoog) onderzoekt na de operatie of er kankercellen in de lymfeklieren zitten. Als dat zo is, dan kan de gynaecoloog u bestraling adviseren."
Baarmoederhalskanker,Ik heb baarmoederhalskanker en krijg een operatie waarbij mijn baarmoeder wordt weggehaald,https://www.thuisarts.nl/baarmoederhalskanker-0/ik-heb-baarmoederhalskanker-en-krijg-operatie-waarbij-mijn-baarmoeder-wordt,2026-05-31 14:48:07,d37a1633cf528d17ac528ea7009e315235dbc1593fd77b066854f935db62a8d2,"• Bij baarmoederhalskanker kunt u een operatie krijgen waarbij uw baarmoeder wordt weggehaald.
• Soms haalt de arts nog meer weg tijdens de operatie:
  ◦ het bovenste stukje van uw vagina
  ◦ de lymfeklieren onder in uw buik
  ◦ het weefsel rond de baarmoeder en de vagina
• Zonder baarmoeder kunt u geen kinderen meer krijgen.
• Na de operatie kunt u last hebben van: problemen met plassen, veranderingen bij seks of psychische problemen.
• Bespreek deze problemen met de gynaecoloog, de verpleegkundige of uw huisarts.","Bij baarmoederhalskanker groeit er een gezwel van kankercellen in uw baarmoederhals. Dit heet een tumor. De baarmoederhals is het smalle deel van de baarmoeder. Het zit onderaan de baarmoeder. Er kunnen cellen van de tumor ergens anders in het lichaam komen, meestal in de lymfeklieren onder in de buik (het bekken). Dit zijn uitzaaiingen. Soms komen er uitzaaiingen in andere delen van het lichaam. Zoals de longen, de lever of de botten . De oorzaak van baarmoederhalskanker is een virus (HPV). Elk jaar krijgen in Nederland ongeveer 900 vrouwen baarmoederhalskanker. De meeste vrouwen met baarmoederhalskanker zijn tussen de 35 en 45 jaar. Vrouwen die nog kinderen willen, kunnen misschien een operatie krijgen waarbij de baarmoeder blijft zitten . Bij vrouwen die geen kinderen (meer) willen, kan de gynaecoloog de baarmoeder en de baarmoederhals weghalen. Deze operatie kan als de tumor alleen nog in de baarmoederhals zit (stadium 1a). Soms haalt de arts ook de lymfeklieren onder in uw buik (bekken) weg. Bij vrouwen die in de overgang zijn geweest, kan de arts adviseren om ook de eierstokken weg te halen. Is de tumor ook in de bovenkant van de vagina gegroeid? Dan adviseert de arts om meer weg te halen. De kans dat er na de operatie kankercellen achterblijven is dan kleiner. Deze operatie heet een Wertheim-operatie. Dit haalt de gynaecoloog weg tijdens de operatie: het bovenste deel van de vagina het weefsel dat rond de baarmoeder en het bovenste deel van de vagina zit de lymfeklieren onder in uw buik (bekken) soms de eierstokken (bij vrouwen die al in de overgang zijn geweest) U krijgt een narcose voor de operatie. Dat betekent dat u slaapt en geen pijn voelt. De gynaecoloog haalt uw baarmoeder en baarmoederhals weg. Dit kan op 3 manieren: via de vagina De gynaecoloog maakt de baarmoeder via de vagina los. via de buik met een kijkoperatie De gynaecoloog maakt kleine sneetjes onder in uw buik. Met een buis met een camera kijkt de gynaecoloog in de buik. De operatie gaat ook via de kleine sneetjes. De gynaecoloog maakt de baarmoeder los. De baarmoeder gaat via de vagina naar buiten. via een snee in de buik De baarmoeder gaat dan via de buik naar buiten. via de vagina De gynaecoloog maakt de baarmoeder via de vagina los."
Baarmoederkanker,Baarmoederkanker,https://www.thuisarts.nl/baarmoederkanker,2026-05-31 14:48:11,45e20cef2c8f1ed7accc539a453a3ac22ad3975c927ac3b5c09ad12b04a2686c,N/A,"De behandeling van baarmoederkanker begint meestal met een operatie. Daarbij haalt de arts uw baarmoeder, eileiders en eierstokken weg. Daarna kunt u geen kinderen meer krijgen en komt u in de overgang. Wilt u nog kinderen? Bespreek dit met uw arts als u een behandeling kiest. Na de operatie kunt u bestraling krijgen. Die maakt de kans kleiner dat de kanker terugkomt. Moe zijn door kanker die niet meer te genezen is"
Baarmoederkanker,Ik word onderzocht op baarmoederkanker,https://www.thuisarts.nl/baarmoederkanker/ik-word-onderzocht-op-baarmoederkanker,2026-05-31 14:48:12,3372e42436299204aed9ca2efb07a519a0e6d026db156cd6b98d800eba932dbe,"• Bij baarmoederkanker kunt u last hebben van bloed of bruin slijm uit uw vagina en bloed bij het plassen.
• De gynaecoloog onderzoekt u meestal met een echo in de vagina.
• Ook worden wat cellen weggezogen en onderzocht.
• Is duidelijk dat u baarmoederkanker heeft? Dan krijgt u meer onderzoek.","Uitslag onderzoek: stadium Bij baarmoederkanker groeien er kankercellen in de baarmoeder. Aan de binnenkant van de baarmoeder zit een laagje cellen: het slijmvlies. Hierin begint de kanker meestal. De kanker kan verder groeien. Bijvoorbeeld in de spieren van de baarmoeder. Of naar andere organen, zoals de eierstokken, vagina, de blaas of de dikke darm. Cellen van de kanker kunnen ergens anders in het lichaam komen, meestal in de lymfeklieren onder in de buik. Heel soms komen de cellen in andere organen, zoals de longen of lever. Dit zijn uitzaaiingen. Baarmoederkanker komt vooral voor bij vrouwen boven de 50 jaar. Als u al in de overgang bent geweest: bloed of bruin slijm uit uw vagina, terwijl u al een jaar niet meer ongesteld bent geweest bloed bij het plassen afvallen zonder duidelijke reden Als u nog niet in de overgang bent: bloed uit de vagina als u niet ongesteld bent veel bloedverlies als u ongesteld bent bloed bij het plassen afvallen zonder duidelijke reden Artsen denken dat het hormoon oestrogeen te maken heeft met baarmoederkanker. Dit hormoon maakt uw lichaam zelf. Het is belangrijk voor de vruchtbaarheid."
Baarmoederkanker,Ik heb baarmoederkanker en mijn baarmoeder wordt weggehaald,https://www.thuisarts.nl/baarmoederkanker/ik-heb-baarmoederkanker-en-mijn-baarmoeder-wordt-weggehaald,2026-05-31 14:48:14,2c47c4d1832c1eb1392fbcb681754463a17004dd85ed09ab7749c98d96ef8015,"• De behandeling van baarmoederkanker begint meestal met een operatie.
• Bij de operatie haalt de arts uw baarmoeder, eileiders en eierstokken weg.
• Wilt u nog kinderen? Bespreek dit dan voor de operatie met uw arts.
• Bij baarmoederkanker in stadium 1 gaat de operatie meestal via kleine sneetjes in de buik (kijkoperatie).
• Als de kanker verder is, gaat de operatie via een grotere snee in uw buik.","Keuzekaart bestraling na operatie De behandeling van baarmoederkanker begint meestal met een operatie. De arts haalt uw baarmoeder weg. Uw eierstokken en eileiders worden vaak ook weggehaald. Dit kan meestal met een kijkoperatie. Soms haalt de arts ook 1 of meer lymfeklieren weg. Bent u nog niet in de overgang ? Dan kijkt de arts of uw eierstokken kunnen blijven zitten. De arts haalt uw baarmoeder, eileiders, eierstokken en het bovenste deel van uw vagina weg. Soms haalt de arts ook de lymfeklieren rond de baarmoeder weg. Deze operatie gebeurt meestal via een grote snee in uw buik. De arts haalt uw baarmoeder, eierstokken en eileiders weg. Verder ook zoveel mogelijk van de kanker en meestal ook de lymfeklieren die dichtbij de kanker zitten. Deze operatie gebeurt meestal via een grote snee in uw buik. Als de baarmoederkanker is uitgezaaid, kunt u misschien geopereerd worden om uw klachten minder te maken. Dit gebeurt meestal met een operatie via een grote snee in uw buik. Misschien kunt u niet geopereerd worden. Bijvoorbeeld als de kanker te ver is doorgegroeid, bijvoorbeeld in uw blaas. Uw arts vertelt u dan welke andere behandelingen er zijn. Dit zijn behandelingen om de groei van de kanker te remmen en uw klachten minder te maken. Voor de operatie heeft u een gesprek met de arts die de operatie doet over deze dingen: wat de arts denkt weg te moeten halen. Bijvoorbeeld alleen de baarmoeder, of ook de eierstokken, eileiders en lymfeklieren. hoe de operatie bij u gaat: via kleine sneetjes in de buik (kijkoperatie), via een grotere snee in de buik of via de vagina. de risico’s en gevolgen van de operatie. Na de operatie kunt u geen kinderen meer krijgen. Wilt u nog graag kinderen ? Bespreek dit met uw arts. De arts kan u doorsturen naar een speciale arts hiervoor (fertiliteitsarts). Deze arts kan u vertellen welke mogelijkheden u heeft . Als uw eierstokken weg zijn, komt u in de overgang (als u dat nog niet was). Soms kan de arts uw eierstokken laten zitten. hoe lang het duurt voordat u beter bent na de operatie wat u na de operatie wel en niet kunt doen U praat ook met de arts die de verdoving regelt (anesthesioloog). Deze arts let tijdens de operatie op uw ademhaling en hartslag. De arts heeft veel informatie van u nodig. Bijvoorbeeld of u andere ziekten heeft en welke medicijnen u gebruikt. Verder vertelt de arts hoe de verdoving gaat. U krijgt een narcose. Ook hoort u wat u wel en niet mag voor de operatie."
Baarmoederkanker,Ik heb baarmoederkanker en wil nog kinderen,https://www.thuisarts.nl/baarmoederkanker/ik-heb-baarmoederkanker-en-wil-nog-kinderen,2026-05-31 14:48:16,ebcdafdb80ca1f2b44314e1b176beae223f541efe8fe31dca9cba119c5bec2b3,"• Of u nog kinderen kunt krijgen, hangt onder andere af van uw leeftijd en hoe ver de ziekte is.
• Er zijn verschillende manieren:
  ◦ de operatie pas na een zwangerschap
  ◦ uw eierstokken niet weg laten halen: u kunt dan later proberen een kind te krijgen met een draagmoeder.
  ◦ uw eicellen, bevruchte eicellen of een stukje eierstok laten invriezen
• Kunt u geen kinderen meer krijgen? Dan kunt u nadenken over een draagmoeder, adoptie of pleegzorg.","Er zijn verschillende manieren om nog een kind te krijgen: Soms kan de operatie uitgesteld worden. U kunt dan eerst proberen zwanger te raken. Dit kan misschien als de baarmoederkanker al heel vroeg ontdekt is. U krijgt een behandeling met hormonen om de ziekte te behandelen. U komt vaak op controle bij de arts. Als de arts de kanker niet meer ziet bij de controles, kunt u proberen zwanger te worden. U kunt een behandeling (ivf) krijgen om zo snel mogelijk zwanger te worden. U gaat dan naar een gynaecoloog. Er is een grote kans dat de kanker terugkomt na de zwangerschap. Daarom raadt de gynaecoloog u aan om na de zwangerschap uw baarmoeder weg te laten halen. Dit kan alleen als u geen uitzaaiingen heeft in uw eierstokken. Dan kunt u met uw arts bespreken of uw eierstokken kunnen blijven zitten bij de operatie. Op het moment dat u een kind wilt, kunt u met een behandeling starten: De arts haalt dan rijpe eicellen uit uw eileiders. In een laboratorium kunnen deze worden bevrucht met zaad (sperma) van uw partner of een donor. De bevruchte eicel kan dan in de baarmoeder van een draagmoeder worden geplaatst. De arts haalt dan rijpe eicellen uit uw eileiders. In een laboratorium kunnen deze worden bevrucht met zaad (sperma) van uw partner of een donor. De bevruchte eicel kan dan in de baarmoeder van een draagmoeder worden geplaatst. Dit kan alleen als de baarmoederkanker niet meteen behandeld hoeft te worden. U gebruikt eerst 2 tot 3 weken hormonen. U prikt de hormonen met een naald in de huid. Door de hormonen kunnen meerdere eicellen tegelijk rijp worden. Op een echo kan de arts zien of uw eicellen rijp zijn. Dan zuigt de arts de eicellen op uit de eierstokken."
Baarmoederkanker,Ik krijg bestraling na een operatie bij baarmoederkanker,https://www.thuisarts.nl/baarmoederkanker/ik-krijg-bestraling-na-operatie-bij-baarmoederkanker,2026-05-31 14:48:17,55d07feba4a97de4cda4a11fcbd3a0a8ef64f372782a3e84a7d794aef5073a8a,"• Na de operatie bij baarmoederkanker kunt u bestraling krijgen:
  ◦ om kankercellen die nog zijn blijven zitten kapot te maken
  ◦ of om de ziekte af te remmen
  ◦ of om uw klachten minder te maken
• U kunt straling krijgen door de huid van uw buik. Of uit een staafje of ring in uw vagina.
• U krijgt eerst een CT-scan. Die laat zien waar de bestraling precies moet komen.
• Bestraling kan bijwerkingen geven, zoals problemen met plassen en een drogere vagina.","Bestraling met staafje of ring Bestraling door de huid De behandeling van baarmoederkanker begint bijna altijd met een operatie . Bij de operatie haalt de arts uw baarmoeder, eileiders en eierstokken weg. Na de operatie kunt u ook nog bestraling krijgen: om kankercellen die nog zijn blijven zitten kapot te maken Dat maakt de kans dat de kanker terugkomt kleiner. om de ziekte af te remmen om uw klachten minder te maken Soms adviseert de arts om voor een combinatie van bestraling en chemotherapie te kiezen. Bijvoorbeeld als de kanker snel groeit of na een operatie bij stadium 3. U beslist samen met uw arts of u die behandelingen wilt. Er zijn 2 soorten bestraling bij baarmoederkanker. bestraling met een radioactieve stof via een ring of staafje in de vagina (inwendige bestraling) bestraling door de huid van de buik heen (uitwendige bestraling) U krijgt meestal bestraling met een ring of staafje in de vagina: als u baarmoederkanker in stadium 1 heeft en er een risico is dat de baarmoederkanker terugkomt U krijgt meestal bestraling door de huid van de buik heen: als u baarmoederkanker in stadium 1 heeft die snel groeit"
Basaalcel-kanker,Basaalcel-kanker,https://www.thuisarts.nl/basaalcel-kanker,2026-05-31 14:48:20,0455a459bc287acb288b8175a9622a90760444e81319eeb4b237191b025880c1,N/A,"Basaalcel-kanker zit vaak op je gezicht, handen of onderarmen. Het verspreidt bijna nooit naar andere delen van je lichaam. Je kunt wel meer plekjes huid met basaalcel-kanker krijgen. Je kunt de plek of plekjes meestal het beste laten wegsnijden. Controleer zelf je hele huid. Doe dit elke 3 maanden. Zorg dat je huid weinig in de zon komt. Gebruik overdag een zonnebrand-crème met factor 30 of 50."
Basaalcel-kanker,Ik heb basaalcel-kanker,https://www.thuisarts.nl/basaalcel-kanker/ik-heb-basaalcel-kanker,2026-05-31 14:48:21,4c74bbad5865ad6f904767495249023be92013a00e2a6133ea4e4393465fac9c,"• Basaalcel-kanker zit vaak op je gezicht, handen of onderarmen.
• Het verspreidt bijna nooit naar andere delen van je lichaam.
• Je kunt wel meer plekjes huid met basaalcel-kanker krijgen.
• Je kunt de plek of plekjes meestal het beste laten wegsnijden.
• Controleer zelf je hele huid. Doe dit elke 3 maanden.
• Zorg dat je huid weinig in de zon komt.
• Gebruik overdag een zonnebrand-crème met factor 30 of 50.","Basaalcel-kanker is kanker in de buitenste laag van je huid. Van alle soorten huidkanker komt basaalcel-kanker het meeste voor. 1 op de 5 Nederlanders krijgt ooit 1 of meer plekjes basaalcel-kanker. Vooral als je 30 jaar of ouder bent, wordt de kans erop steeds groter. In het begin ziet basaalcel-kanker eruit als een huidkleurig of roze bultje. Het bultje kan ook bruin of donkerrood worden. Op de website van huidartsen vind je een aantal voorbeelden van hoe basaalcel-kanker eruit kan zien. Het zit vooral op de huid waar jarenlang veel zonlicht op is gekomen, zoals: Het bultje of plekje wordt langzaam iets groter. Er ontstaat een wondje in het bultje met een korstje. Het korstje gaat er makkelijk af. Het kan makkelijk gaan bloeden. Rond het wondje kan een bobbelig randje ontstaan. De bobbeltjes kunnen glimmen. De basaalcel-kanker kan ook plat blijven, vaak met kleine schilfers. De kans op basaalcel-kanker is groter in 1 of meer van deze situaties: Je huid is vaak door de zon verbrand. Je bent als kind veel in de zon geweest. Je hebt jarenlang veel zonlicht op je huid gehad. Je hebt veel straling van een hoogtezon, zonnebank of solarium op je huid gehad."
Blaaskanker,Blaaskanker,https://www.thuisarts.nl/blaaskanker,2026-05-31 14:48:23,2d6c6862f1631a2055b7a6e8f6e0884c2ff96b381d7c50908987891ff45c546d,N/A,"In het begin merk je meestal niets van blaaskanker. Later kun je bijvoorbeeld last krijgen van bloed plassen. Er zijn behandelingen om beter te worden. Als je niet meer beter kunt worden, zijn er vaak nog wel behandelingen. Die kunnen zorgen voor minder klachten. En misschien leef je langer."
Blaaskanker,Ik krijg onderzoeken om te weten of ik blaaskanker heb,https://www.thuisarts.nl/blaaskanker/ik-krijg-onderzoeken-om-te-weten-of-ik-blaaskanker-heb,2026-05-31 14:48:25,2f5bd86b8c891ea2a0870652ea56bc9430f41b9692be481c72b12230864f783f,"• In het begin merk je meestal niets van blaaskanker.
• Later kun je bijvoorbeeld last krijgen van bloed plassen.
• Om te weten of je blaaskanker hebt, krijg je onderzoeken bij een arts die veel weet over de blaas (uroloog).
• Je arts bespreekt het resultaat van de onderzoeken met je.","Resultaat onderzoeken Omgaan met blaaskanker In het begin merk je meestal niets van blaaskanker. Vaak krijg je pas klachten als de kanker er al langer zit. Je kunt bijvoorbeeld deze dingen merken: een branderig gevoel of pijn bij het plassen afvallen zonder dat je dat wilt een voelbare knobbel in je onderbuik Heb je 1 of meer van deze klachten? Dan hoeft het niet te betekenen dat je blaaskanker hebt. De klachten kunnen ook door iets anders komen. In het plaatje hieronder zie je waar je blaas in je lichaam zit. Als je huisarts denkt dat je misschien blaaskanker hebt, stuurt die je door naar het ziekenhuis. In het ziekenhuis kom je bij een arts die veel weet over de blaas (uroloog). Daar kun je deze onderzoeken krijgen: Onderzoek van je plas (urine). Je levert een potje plas in. Je plas wordt onder de microscoop bekeken om te zien of er kankercellen in zitten. Een CT-s can of echo van je blaas en nieren. Je arts kan zo zien hoe je blaas en nieren eruitzien. Je kunt ook een kijkonderzoek in je blaas krijgen. Dit heet ook wel een cystoscopie. Voor dit onderzoek krijg je eerst een verdovende gel in je plasbuis. Daarna schuift je arts een dunne slang of buis met een camera eraan via je plasbuis naar je blaas. Op een scherm ziet je arts hoe je plasbuis en je blaas er van binnen uitzien. En of er in je blaas iets te zien is wat er niet hoort. De dagen na het onderzoek kan er nog wat bloed in je plas zitten. Ook kun je vaak het gevoel hebben dat je moet plassen. Of een branderig gevoel hebben bij het plassen. Dit gaat meestal vanzelf weer over. Is er iets in je blaas te zien wat er niet hoort? Dan krijg je een kijkoperatie via je plasbuis. Deze kijkoperatie heet ook wel een TUR-blaas. Je arts haalt zoveel mogelijk weg van wat er niet hoort. In het laboratorium wordt daarna onderzocht of het kanker is en welke soort blaaskanker het is. Een kijkoperatie is dus een onderzoek en behandeling tegelijk. Lees meer over een kijkoperatie in je blaas ."
